timestamp_s,voltage,current_mA,used_mAh,state
9.0,4.0840,0.00,0.0000,IDLE
10.0,4.0880,0.10,0.0000,IDLE
11.0,4.0840,0.00,0.0000,IDLE
12.0,4.0880,0.10,0.0000,IDLE
13.0,4.0840,0.10,0.0000,IDLE
14.0,4.0840,0.00,0.0000,IDLE
15.0,4.0840,0.00,0.0000,IDLE
16.0,4.0880,0.00,0.0000,IDLE
17.0,4.0880,0.00,0.0000,IDLE
18.0,4.0880,0.10,0.0000,IDLE
19.0,4.0840,0.00,0.0000,IDLE
20.0,4.0840,0.00,0.0000,IDLE
21.0,4.0880,0.00,0.0000,IDLE
22.0,4.0880,0.00,0.0000,IDLE
23.0,4.0880,0.00,0.0000,IDLE
24.0,4.0880,0.00,0.0000,IDLE
25.0,4.0880,0.00,0.0000,IDLE
26.0,4.0920,0.00,0.0000,IDLE
27.0,4.0880,0.00,0.0000,IDLE
28.0,4.0920,0.00,0.0000,IDLE
29.0,4.0880,0.00,0.0000,IDLE
30.0,4.0920,0.00,0.0000,IDLE
31.0,4.0920,0.00,0.0000,IDLE
32.0,4.0880,0.00,0.0000,IDLE
33.0,4.0920,0.00,0.0000,IDLE
34.0,4.0880,0.00,0.0000,IDLE
35.0,4.0920,0.00,0.0000,IDLE
36.0,4.0880,0.00,0.0000,IDLE
37.0,4.0920,0.00,0.0000,IDLE
38.0,4.0880,0.00,0.0000,IDLE
39.0,4.0880,0.00,0.0000,IDLE
40.0,4.0880,0.00,0.0000,IDLE
41.0,4.0920,0.00,0.0000,IDLE
42.0,4.0920,0.00,0.0000,IDLE
43.0,4.0920,0.30,0.0000,IDLE
44.0,4.0920,0.00,0.0000,IDLE
45.0,4.0920,0.00,0.0000,IDLE
46.0,4.0920,0.00,0.0000,IDLE
47.0,4.0920,0.00,0.0000,IDLE
48.0,4.0920,0.10,0.0000,IDLE
49.0,4.0920,0.00,0.0000,IDLE
50.0,4.0920,0.00,0.0000,IDLE
51.0,4.0960,0.00,0.0000,IDLE
52.0,4.0960,0.00,0.0000,IDLE
53.0,4.0920,0.00,0.0000,IDLE
54.0,4.0920,0.00,0.0000,IDLE
55.0,4.0920,0.00,0.0000,IDLE
56.0,4.0920,0.20,0.0000,IDLE
57.0,4.0920,0.00,0.0000,IDLE
58.0,4.0920,0.00,0.0000,IDLE
59.0,4.0920,0.00,0.0000,IDLE
60.0,4.0960,0.00,0.0000,IDLE
61.0,4.0920,0.00,0.0000,IDLE
62.0,4.1000,0.00,0.0000,IDLE
63.0,4.1000,0.00,0.0000,IDLE
64.0,4.1000,0.00,0.0000,IDLE
65.0,4.1040,0.00,0.0000,IDLE
66.0,4.0960,0.00,0.0000,IDLE
67.0,4.1000,0.00,0.0000,IDLE
68.0,4.1000,0.00,0.0000,IDLE
69.0,4.1000,0.00,0.0000,IDLE
70.0,4.0960,0.10,0.0000,IDLE
71.0,4.1000,0.00,0.0000,IDLE
72.0,4.1000,0.00,0.0000,IDLE
73.0,4.1000,0.00,0.0000,IDLE
74.0,4.1000,0.00,0.0000,IDLE
75.0,4.1000,0.00,0.0000,IDLE
76.0,4.0960,0.00,0.0000,IDLE
77.0,4.1000,0.00,0.0000,IDLE
78.0,4.0960,0.00,0.0000,IDLE
79.0,4.1000,0.00,0.0000,IDLE
80.0,4.1000,0.10,0.0000,IDLE
81.0,4.1000,0.00,0.0000,IDLE
82.0,4.1000,0.20,0.0000,IDLE
83.0,4.1040,0.00,0.0000,IDLE
84.0,4.1000,0.20,0.0000,IDLE
85.0,4.1040,0.00,0.0000,IDLE
86.0,4.1000,0.10,0.0000,IDLE
87.0,4.1000,0.00,0.0000,IDLE
88.0,4.1000,0.10,0.0000,IDLE
89.0,4.1000,0.00,0.0000,IDLE
90.0,4.1000,0.10,0.0000,IDLE
91.0,4.1040,0.00,0.0000,IDLE
92.0,4.1040,0.00,0.0000,IDLE
93.0,4.1000,0.00,0.0000,IDLE
94.0,4.1000,0.00,0.0000,IDLE
95.0,4.1040,0.10,0.0000,IDLE
96.0,4.1040,0.00,0.0000,IDLE
97.0,4.1040,0.00,0.0000,IDLE
98.0,4.1000,0.00,0.0000,IDLE
99.0,4.1040,0.00,0.0000,IDLE
100.0,4.1040,0.00,0.0000,IDLE
101.0,4.1040,0.00,0.0000,IDLE
102.0,4.1040,0.00,0.0000,IDLE
103.0,4.1040,0.30,0.0000,IDLE
104.0,4.1040,0.00,0.0000,IDLE
105.0,4.1000,0.00,0.0000,IDLE
106.0,4.1040,0.00,0.0000,IDLE
107.0,4.1040,0.10,0.0000,IDLE
108.0,4.1000,0.00,0.0000,IDLE
109.0,4.1040,0.00,0.0000,IDLE
110.0,4.1040,0.00,0.0000,IDLE
111.0,4.1040,0.00,0.0000,IDLE
112.0,4.1040,0.00,0.0000,IDLE
113.0,4.1080,0.10,0.0000,IDLE
114.0,4.1040,0.10,0.0000,IDLE
115.0,4.1040,0.00,0.0000,IDLE
116.0,4.1080,0.00,0.0000,IDLE
117.0,4.1080,0.00,0.0000,IDLE
118.0,4.1040,0.20,0.0000,IDLE
119.0,4.1040,0.00,0.0000,IDLE
120.0,4.1080,0.00,0.0000,IDLE
121.0,4.1040,0.00,0.0000,IDLE
122.0,4.1040,0.00,0.0000,IDLE
123.0,4.1040,0.00,0.0000,IDLE
124.0,4.1040,0.00,0.0000,IDLE
125.0,4.1040,0.00,0.0000,IDLE
126.0,4.1080,0.00,0.0000,IDLE
127.0,4.1080,0.10,0.0000,IDLE
128.0,4.1080,0.00,0.0000,IDLE
129.0,4.1080,0.00,0.0000,IDLE
130.0,4.1040,0.00,0.0000,IDLE
131.0,4.1080,0.00,0.0000,IDLE
132.0,4.1040,0.00,0.0000,IDLE
133.0,4.1040,0.00,0.0000,IDLE
134.0,4.1080,0.00,0.0000,IDLE
135.0,4.1040,0.00,0.0000,IDLE
136.0,4.1040,0.00,0.0000,IDLE
137.0,4.1080,0.00,0.0000,IDLE
138.0,4.1040,0.00,0.0000,IDLE
139.0,4.1040,0.10,0.0000,IDLE
140.0,4.1040,0.30,0.0000,IDLE
141.0,4.1040,0.00,0.0000,IDLE
142.0,4.1080,0.00,0.0000,IDLE
143.0,4.1080,0.00,0.0000,IDLE
144.0,4.1040,0.00,0.0000,IDLE
145.0,4.1080,0.00,0.0000,IDLE
146.0,4.1080,0.00,0.0000,IDLE
147.0,4.1080,0.00,0.0000,IDLE
148.0,4.1080,0.10,0.0000,IDLE
149.0,4.1080,0.10,0.0000,IDLE
150.0,4.1080,0.00,0.0000,IDLE
151.0,4.1040,0.00,0.0000,IDLE
152.0,4.1080,0.00,0.0000,IDLE
153.0,4.1040,0.00,0.0000,IDLE
154.0,4.1080,0.00,0.0000,IDLE
155.0,4.1080,0.00,0.0000,IDLE
156.0,4.1080,0.00,0.0000,IDLE
157.0,4.1080,0.00,0.0000,IDLE
158.0,4.1080,0.00,0.0000,IDLE
159.0,4.1080,0.00,0.0000,IDLE
160.0,4.1040,0.00,0.0000,IDLE
161.0,4.1080,0.10,0.0000,IDLE
162.0,4.1080,0.00,0.0000,IDLE
163.0,4.1120,0.00,0.0000,IDLE
164.0,4.1080,0.00,0.0000,IDLE
165.0,4.1040,0.00,0.0000,IDLE
166.0,4.1080,0.00,0.0000,IDLE
167.0,4.1080,0.00,0.0000,IDLE
168.0,4.1040,0.00,0.0000,IDLE
169.0,4.1080,0.00,0.0000,IDLE
170.0,4.1040,0.00,0.0000,IDLE
171.0,4.1080,0.10,0.0000,IDLE
172.0,4.1080,0.00,0.0000,IDLE
173.0,4.1080,0.00,0.0000,IDLE
174.0,4.1080,0.00,0.0000,IDLE
175.0,4.1080,0.00,0.0000,IDLE
176.0,4.1080,0.00,0.0000,IDLE
177.0,4.1080,0.00,0.0000,IDLE
178.0,4.1080,0.00,0.0000,IDLE
179.0,4.1040,0.00,0.0000,IDLE
180.0,4.1040,0.00,0.0000,IDLE
181.0,4.1080,0.00,0.0000,IDLE
182.0,4.1120,0.00,0.0000,IDLE
183.0,4.1040,0.00,0.0000,IDLE
184.0,4.1120,0.00,0.0000,IDLE
185.0,4.1080,0.10,0.0000,IDLE
186.0,4.1080,0.00,0.0000,IDLE
187.0,4.1080,0.00,0.0000,IDLE
188.0,4.1080,0.10,0.0000,IDLE
2.0,4.1120,0.00,0.0000,CHARGE
3.0,4.1080,0.00,0.0000,CHARGE
4.0,4.1120,0.00,0.0000,CHARGE
5.0,4.1120,0.00,0.0000,CHARGE
6.0,4.1080,0.00,0.0000,CHARGE
7.0,4.1120,0.00,0.0000,CHARGE
8.0,4.1120,0.00,0.0000,CHARGE
9.0,4.1120,0.00,0.0000,CHARGE
10.0,4.1080,0.00,0.0000,CHARGE
11.0,4.1120,0.00,0.0000,CHARGE
12.0,4.1120,0.00,0.0000,CHARGE
13.0,4.1120,0.00,0.0000,CHARGE
14.0,4.1080,0.00,0.0000,CHARGE
15.0,4.1080,0.00,0.0000,CHARGE
16.0,4.1120,0.00,0.0000,CHARGE
17.0,4.1120,0.00,0.0000,CHARGE
18.0,4.1120,0.00,0.0000,CHARGE
19.0,4.1080,0.20,0.0000,CHARGE
20.0,4.1120,0.00,0.0000,CHARGE
21.0,4.1120,0.00,0.0000,CHARGE
22.0,4.1120,0.00,0.0000,CHARGE
23.0,4.1120,0.00,0.0000,CHARGE
24.0,4.1120,0.00,0.0000,CHARGE
25.0,4.1080,0.00,0.0000,CHARGE
26.0,4.1120,0.00,0.0000,CHARGE
27.0,4.1120,0.00,0.0000,CHARGE
28.0,4.1120,0.30,0.0000,CHARGE
29.0,4.1120,0.00,0.0000,CHARGE
30.0,4.1120,0.00,0.0000,CHARGE
31.0,4.1120,0.00,0.0000,CHARGE
32.0,4.1120,0.00,0.0000,CHARGE
33.0,4.1120,0.00,0.0000,CHARGE
34.0,4.1120,0.00,0.0000,CHARGE
35.0,4.1120,0.00,0.0000,CHARGE
36.0,4.1120,0.00,0.0000,CHARGE
37.0,4.1120,0.00,0.0000,CHARGE
38.0,4.1120,0.10,0.0000,CHARGE
39.0,4.1120,0.00,0.0000,CHARGE
40.0,4.1120,0.00,0.0000,CHARGE
41.0,4.1120,0.00,0.0000,CHARGE
42.0,4.1120,0.00,0.0000,CHARGE
43.0,4.1120,0.10,0.0000,CHARGE
44.0,4.1120,0.00,0.0000,CHARGE
45.0,4.1120,0.00,0.0000,CHARGE
46.0,4.1120,0.00,0.0000,CHARGE
47.0,4.1120,0.00,0.0000,CHARGE
48.0,4.1120,0.00,0.0000,CHARGE
49.0,4.1120,0.00,0.0000,CHARGE
50.0,4.1120,0.00,0.0000,CHARGE
51.0,4.1120,0.00,0.0000,CHARGE
52.0,4.1160,0.00,0.0000,CHARGE
53.0,4.1160,0.00,0.0000,CHARGE
54.0,4.1120,0.00,0.0000,CHARGE
55.0,4.1160,0.00,0.0000,CHARGE
56.0,4.1120,0.00,0.0000,CHARGE
57.0,4.1080,0.00,0.0000,CHARGE
58.0,4.1160,0.00,0.0000,CHARGE
59.0,4.1160,0.00,0.0000,CHARGE
60.0,4.1120,0.10,0.0000,CHARGE
61.0,4.1120,0.00,0.0000,CHARGE
62.0,4.1160,0.00,0.0000,CHARGE
63.0,4.1120,0.10,0.0000,CHARGE
64.0,4.1160,0.00,0.0000,CHARGE
65.0,4.1160,0.00,0.0000,CHARGE
66.0,4.1120,0.00,0.0000,CHARGE
67.0,4.1120,0.00,0.0000,CHARGE
68.0,4.1120,0.00,0.0000,CHARGE
69.0,4.1120,0.00,0.0000,CHARGE
70.0,4.1120,0.00,0.0000,CHARGE
71.0,4.1120,0.00,0.0000,CHARGE
72.0,4.1120,0.00,0.0000,CHARGE
73.0,4.1120,0.00,0.0000,CHARGE
74.0,4.1120,0.00,0.0000,CHARGE
75.0,4.1160,0.10,0.0000,CHARGE
76.0,4.1160,0.00,0.0000,CHARGE
77.0,4.1120,0.00,0.0000,CHARGE
78.0,4.1120,0.00,0.0000,CHARGE
79.0,4.1120,0.00,0.0000,CHARGE
80.0,4.1160,0.00,0.0000,CHARGE
81.0,4.1120,0.00,0.0000,CHARGE
82.0,4.1120,0.00,0.0000,CHARGE
83.0,4.1160,0.00,0.0000,CHARGE
84.0,4.1160,0.20,0.0000,CHARGE
85.0,4.1120,0.00,0.0000,CHARGE
86.0,4.1120,0.00,0.0000,CHARGE
87.0,4.1160,0.00,0.0000,CHARGE
88.0,4.1160,0.00,0.0000,CHARGE
89.0,4.1160,0.00,0.0000,CHARGE
90.0,4.1120,0.00,0.0000,CHARGE
91.0,4.1160,0.30,0.0000,CHARGE
92.0,4.1160,0.00,0.0000,CHARGE
93.0,4.1160,0.30,0.0000,CHARGE
94.0,4.1160,0.00,0.0000,CHARGE
95.0,4.1160,0.10,0.0000,CHARGE
96.0,4.1160,0.10,0.0000,CHARGE
97.0,4.1160,0.00,0.0000,CHARGE
98.0,4.1160,0.00,0.0000,CHARGE
99.0,4.1120,0.00,0.0000,CHARGE
100.0,4.1160,0.00,0.0000,CHARGE
101.0,4.1120,0.10,0.0000,CHARGE
102.0,4.1120,0.00,0.0000,CHARGE
103.0,4.1120,0.00,0.0000,CHARGE
104.0,4.1160,0.00,0.0000,CHARGE
105.0,4.1160,0.00,0.0000,CHARGE
106.0,4.1120,0.00,0.0000,CHARGE
107.0,4.1160,0.00,0.0000,CHARGE
108.0,4.1120,0.00,0.0000,CHARGE
109.0,4.1160,0.00,0.0000,CHARGE
110.0,4.1160,0.00,0.0000,CHARGE
111.0,4.1120,0.00,0.0000,CHARGE
112.0,4.1120,0.00,0.0000,CHARGE
113.0,4.1120,0.10,0.0000,CHARGE
114.0,4.1160,0.00,0.0000,CHARGE
115.0,4.1160,0.00,0.0000,CHARGE
116.0,4.1120,0.20,0.0000,CHARGE
117.0,4.1120,0.00,0.0000,CHARGE
118.0,4.1160,0.00,0.0000,CHARGE
119.0,4.1120,0.00,0.0000,CHARGE
120.0,4.1160,0.00,0.0000,CHARGE
121.0,4.1160,0.00,0.0000,CHARGE
122.0,4.1120,0.00,0.0000,CHARGE
123.0,4.1160,0.00,0.0000,CHARGE
124.0,4.1160,0.00,0.0000,CHARGE
125.0,4.1160,0.00,0.0000,CHARGE
126.0,4.1160,0.00,0.0000,CHARGE
127.0,4.1160,0.00,0.0000,CHARGE
128.0,4.1120,0.00,0.0000,CHARGE
129.0,4.1200,0.00,0.0000,CHARGE
130.0,4.1160,0.00,0.0000,CHARGE
131.0,4.1160,0.00,0.0000,CHARGE
132.0,4.1160,0.00,0.0000,CHARGE
133.0,4.1160,0.00,0.0000,CHARGE
134.0,4.1160,0.00,0.0000,CHARGE
135.0,4.1160,0.00,0.0000,CHARGE
136.0,4.1200,0.00,0.0000,CHARGE
137.0,4.1120,0.00,0.0000,CHARGE
138.0,4.1120,0.00,0.0000,CHARGE
139.0,4.1120,0.00,0.0000,CHARGE
140.0,4.1120,0.00,0.0000,CHARGE
141.0,4.1120,0.10,0.0000,CHARGE
142.0,4.1120,0.00,0.0000,CHARGE
143.0,4.1120,0.00,0.0000,CHARGE
144.0,4.1120,0.00,0.0000,CHARGE
145.0,4.1120,0.00,0.0000,CHARGE
146.0,4.1120,0.00,0.0000,CHARGE
147.0,4.1120,0.00,0.0000,CHARGE
148.0,4.1160,0.00,0.0000,CHARGE
149.0,4.1120,0.00,0.0000,CHARGE
150.0,4.1120,0.00,0.0000,CHARGE
151.0,4.1120,0.00,0.0000,CHARGE
152.0,4.1120,0.00,0.0000,CHARGE
153.0,4.1120,0.10,0.0000,CHARGE
154.0,4.1120,0.00,0.0000,CHARGE
155.0,4.1120,0.00,0.0000,CHARGE
156.0,4.1120,0.00,0.0000,CHARGE
157.0,4.1120,0.00,0.0000,CHARGE
158.0,4.1120,0.00,0.0000,CHARGE
159.0,4.1120,0.00,0.0000,CHARGE
160.0,4.1120,0.00,0.0000,CHARGE
161.0,4.1160,0.00,0.0000,CHARGE
162.0,4.1160,0.00,0.0000,CHARGE
163.0,4.1120,0.00,0.0000,CHARGE
164.0,4.1120,0.10,0.0000,CHARGE
165.0,4.1120,0.00,0.0000,CHARGE
166.0,4.1120,0.00,0.0000,CHARGE
167.0,4.1160,0.00,0.0000,CHARGE
168.0,4.1120,0.20,0.0000,CHARGE
169.0,4.1120,0.00,0.0000,CHARGE
170.0,4.1160,0.00,0.0000,CHARGE
171.0,4.1120,0.00,0.0000,CHARGE
172.0,4.1120,0.00,0.0000,CHARGE
173.0,4.1120,0.10,0.0000,CHARGE
174.0,4.1120,0.10,0.0000,CHARGE
175.0,4.1120,0.00,0.0000,CHARGE
176.0,4.1120,0.00,0.0000,CHARGE
177.0,4.1120,0.00,0.0000,CHARGE
178.0,4.1120,0.00,0.0000,CHARGE
179.0,4.1120,0.00,0.0000,CHARGE
180.0,4.1160,0.00,0.0000,CHARGE
181.0,4.1120,0.00,0.0000,CHARGE
182.0,4.1120,0.00,0.0000,CHARGE
183.0,4.1160,0.00,0.0000,CHARGE
184.0,4.1120,0.00,0.0000,CHARGE
185.0,4.1160,0.00,0.0000,CHARGE
186.0,4.1160,0.00,0.0000,CHARGE
187.0,4.1160,0.00,0.0000,CHARGE
188.0,4.1120,0.00,0.0000,CHARGE
189.0,4.1160,0.00,0.0000,CHARGE
190.0,4.1120,0.00,0.0000,CHARGE
191.0,4.1160,0.00,0.0000,CHARGE
192.0,4.1160,0.00,0.0000,CHARGE
193.0,4.1120,0.00,0.0000,CHARGE
194.0,4.1120,0.10,0.0000,CHARGE
195.0,4.1080,0.00,0.0000,CHARGE
196.0,4.1160,0.10,0.0000,CHARGE
197.0,4.1160,0.10,0.0000,CHARGE
198.0,4.1160,0.00,0.0000,CHARGE
199.0,4.1160,0.00,0.0000,CHARGE
200.0,4.1160,0.00,0.0000,CHARGE
201.0,4.1160,0.00,0.0000,CHARGE
202.0,4.1160,0.00,0.0000,CHARGE
203.0,4.1120,0.00,0.0000,CHARGE
204.0,4.1160,0.00,0.0000,CHARGE
205.0,4.1120,0.00,0.0000,CHARGE
206.0,4.1160,0.10,0.0000,CHARGE
207.0,4.1160,0.00,0.0000,CHARGE
208.0,4.1160,0.00,0.0000,CHARGE
209.0,4.1120,0.00,0.0000,CHARGE
210.0,4.1120,0.00,0.0000,CHARGE
211.0,4.1160,0.00,0.0000,CHARGE
212.0,4.1160,0.00,0.0000,CHARGE
213.0,4.1160,0.00,0.0000,CHARGE
214.0,4.1160,0.00,0.0000,CHARGE
215.0,4.1120,0.00,0.0000,CHARGE
216.0,4.1160,0.10,0.0000,CHARGE
217.0,4.1160,0.00,0.0000,CHARGE
218.0,4.1160,0.00,0.0000,CHARGE
219.0,4.1160,0.00,0.0000,CHARGE
220.0,4.1160,0.00,0.0000,CHARGE
221.0,4.1120,0.00,0.0000,CHARGE
222.0,4.1120,0.00,0.0000,CHARGE
223.0,4.1120,0.00,0.0000,CHARGE
224.0,4.1160,0.00,0.0000,CHARGE
225.0,4.1160,0.00,0.0000,CHARGE
226.0,4.1160,0.00,0.0000,CHARGE
227.0,4.1120,0.00,0.0000,CHARGE
228.0,4.1160,0.00,0.0000,CHARGE
229.0,4.1160,0.00,0.0000,CHARGE
230.0,4.1120,0.00,0.0000,CHARGE
231.0,4.1120,0.00,0.0000,CHARGE
232.0,4.1160,0.10,0.0000,CHARGE
233.0,4.1160,0.00,0.0000,CHARGE
234.0,4.1160,0.00,0.0000,CHARGE
235.0,4.1160,0.00,0.0000,CHARGE
236.0,4.1120,0.20,0.0000,CHARGE
237.0,4.1120,0.00,0.0000,CHARGE
238.0,4.1160,0.10,0.0000,CHARGE
239.0,4.1160,0.00,0.0000,CHARGE
240.0,4.1200,0.00,0.0000,CHARGE
241.0,4.1160,0.00,0.0000,CHARGE
242.0,4.1200,0.10,0.0000,CHARGE
243.0,4.1160,0.00,0.0000,CHARGE
244.0,4.1160,0.00,0.0000,CHARGE
245.0,4.1160,0.00,0.0000,CHARGE
246.0,4.1160,0.00,0.0000,CHARGE
247.0,4.1160,0.00,0.0000,CHARGE
248.0,4.1160,0.10,0.0000,CHARGE
249.0,4.1160,0.00,0.0000,CHARGE
250.0,4.1160,0.00,0.0000,CHARGE
251.0,4.1200,0.20,0.0000,CHARGE
252.0,4.1200,0.00,0.0000,CHARGE
253.0,4.1120,0.00,0.0000,CHARGE
254.0,4.1160,0.00,0.0000,CHARGE
255.0,4.1200,0.00,0.0000,CHARGE
256.0,4.1160,0.00,0.0000,CHARGE
257.0,4.1200,0.00,0.0000,CHARGE
258.0,4.1160,0.00,0.0000,CHARGE
259.0,4.1200,0.00,0.0000,CHARGE
260.0,4.1200,0.00,0.0000,CHARGE
261.0,4.1200,0.00,0.0000,CHARGE
262.0,4.1160,0.00,0.0000,CHARGE
263.0,4.1200,0.00,0.0000,CHARGE
264.0,4.1200,0.00,0.0000,CHARGE
265.0,4.1200,0.00,0.0000,CHARGE
266.0,4.1160,0.00,0.0000,CHARGE
267.0,4.1160,0.00,0.0000,CHARGE
268.0,4.1200,0.00,0.0000,CHARGE
269.0,4.1160,0.10,0.0000,CHARGE
270.0,4.1200,0.00,0.0000,CHARGE
271.0,4.1240,0.00,0.0000,CHARGE
272.0,4.1200,0.00,0.0000,CHARGE
273.0,4.1200,0.00,0.0000,CHARGE
274.0,4.1200,0.00,0.0000,CHARGE
275.0,4.1200,0.00,0.0000,CHARGE
276.0,4.1200,0.00,0.0000,CHARGE
277.0,4.1200,0.00,0.0000,CHARGE
278.0,4.1200,0.00,0.0000,CHARGE
279.0,4.1200,0.10,0.0000,CHARGE
280.0,4.1200,0.00,0.0000,CHARGE
281.0,4.1200,0.00,0.0000,CHARGE
282.0,4.1200,0.00,0.0000,CHARGE
283.0,4.1200,0.00,0.0000,CHARGE
284.0,4.1200,0.00,0.0000,CHARGE
285.0,4.1240,0.00,0.0000,CHARGE
286.0,4.1200,0.10,0.0000,CHARGE
287.0,4.1200,0.00,0.0000,CHARGE
288.0,4.1240,0.00,0.0000,CHARGE
289.0,4.1200,0.00,0.0000,CHARGE
290.0,4.1200,0.10,0.0000,CHARGE
291.0,4.1200,0.10,0.0000,CHARGE
292.0,4.1200,0.00,0.0000,CHARGE
293.0,4.1200,0.00,0.0000,CHARGE
294.0,4.1200,0.10,0.0000,CHARGE
295.0,4.1200,0.00,0.0000,CHARGE
296.0,4.1240,0.00,0.0000,CHARGE
297.0,4.1200,0.10,0.0000,CHARGE
298.0,4.1200,0.00,0.0000,CHARGE
299.0,4.1240,0.10,0.0000,CHARGE
300.0,4.1240,0.00,0.0000,CHARGE
301.0,4.1240,0.00,0.0000,CHARGE
302.0,4.1200,0.10,0.0000,CHARGE
303.0,4.1200,0.00,0.0000,CHARGE
304.0,4.1240,0.00,0.0000,CHARGE
305.0,4.1200,0.20,0.0000,CHARGE
306.0,4.1200,0.00,0.0000,CHARGE
307.0,4.1240,0.00,0.0000,CHARGE
308.0,4.1200,0.00,0.0000,CHARGE
309.0,4.1200,0.00,0.0000,CHARGE
310.0,4.1240,0.00,0.0000,CHARGE
311.0,4.1200,0.00,0.0000,CHARGE
312.0,4.1240,0.00,0.0000,CHARGE
313.0,4.1240,0.00,0.0000,CHARGE
314.0,4.1200,0.00,0.0000,CHARGE
315.0,4.1200,0.20,0.0000,CHARGE
316.0,4.1240,0.00,0.0000,CHARGE
317.0,4.1200,0.00,0.0000,CHARGE
318.0,4.1200,0.00,0.0000,CHARGE
319.0,4.1240,0.00,0.0000,CHARGE
320.0,4.1240,0.10,0.0000,CHARGE
321.0,4.1200,0.00,0.0000,CHARGE
322.0,4.1240,0.00,0.0000,CHARGE
323.0,4.1240,0.00,0.0000,CHARGE
324.0,4.1200,0.20,0.0000,CHARGE
325.0,4.1200,0.00,0.0000,CHARGE
326.0,4.1200,0.00,0.0000,CHARGE
327.0,4.1200,0.00,0.0000,CHARGE
328.0,4.1240,0.00,0.0000,CHARGE
329.0,4.1200,0.00,0.0000,CHARGE
330.0,4.1200,0.00,0.0000,CHARGE
331.0,4.1200,0.00,0.0000,CHARGE
332.0,4.1200,0.00,0.0000,CHARGE
333.0,4.1200,0.00,0.0000,CHARGE
334.0,4.1240,0.00,0.0000,CHARGE
335.0,4.1240,0.10,0.0000,CHARGE
336.0,4.1200,0.00,0.0000,CHARGE
337.0,4.1240,0.10,0.0000,CHARGE
338.0,4.1200,0.00,0.0000,CHARGE
339.0,4.1200,0.00,0.0000,CHARGE
340.0,4.1240,0.10,0.0000,CHARGE
341.0,4.1240,0.10,0.0000,CHARGE
342.0,4.1240,0.00,0.0000,CHARGE
343.0,4.1240,0.00,0.0000,CHARGE
344.0,4.1200,0.10,0.0000,CHARGE
345.0,4.1240,0.00,0.0000,CHARGE
346.0,4.1240,0.00,0.0000,CHARGE
347.0,4.1200,0.00,0.0000,CHARGE
348.0,4.1240,0.00,0.0000,CHARGE
349.0,4.1200,0.00,0.0000,CHARGE
350.0,4.1200,0.00,0.0000,CHARGE
351.0,4.1200,0.00,0.0000,CHARGE
352.0,4.1240,0.10,0.0000,CHARGE
353.0,4.1200,0.00,0.0000,CHARGE
354.0,4.1240,0.00,0.0000,CHARGE
355.0,4.1240,0.00,0.0000,CHARGE
356.0,4.1240,0.10,0.0000,CHARGE
357.0,4.1280,0.00,0.0000,CHARGE
358.0,4.1240,0.00,0.0000,CHARGE
359.0,4.1200,0.00,0.0000,CHARGE
360.0,4.1240,0.00,0.0000,CHARGE
361.0,4.1200,0.00,0.0000,CHARGE
362.0,4.1240,0.00,0.0000,CHARGE
363.0,4.1200,0.00,0.0000,CHARGE
364.0,4.1200,0.00,0.0000,CHARGE
365.0,4.1240,0.00,0.0000,CHARGE
366.0,4.1200,0.00,0.0000,CHARGE
367.0,4.1240,0.00,0.0000,CHARGE
368.0,4.1200,0.10,0.0000,CHARGE
369.0,4.1240,0.00,0.0000,CHARGE
370.0,4.1240,0.00,0.0000,CHARGE
371.0,4.1240,0.00,0.0000,CHARGE
372.0,4.1240,0.00,0.0000,CHARGE
373.0,4.1240,0.00,0.0000,CHARGE
374.0,4.1200,0.00,0.0000,CHARGE
375.0,4.1240,0.00,0.0000,CHARGE
376.0,4.1240,0.00,0.0000,CHARGE
377.0,4.1240,0.50,0.0000,CHARGE
378.0,4.1240,0.10,0.0000,CHARGE
379.0,4.1240,0.00,0.0000,CHARGE
380.0,4.1240,0.10,0.0000,CHARGE
381.0,4.1240,0.00,0.0000,CHARGE
382.0,4.1240,0.00,0.0000,CHARGE
383.0,4.1200,0.00,0.0000,CHARGE
384.0,4.1200,0.00,0.0000,CHARGE
385.0,4.1240,0.00,0.0000,CHARGE
386.0,4.1200,0.00,0.0000,CHARGE
387.0,4.1240,0.00,0.0000,CHARGE
388.0,4.1240,0.00,0.0000,CHARGE
389.0,4.1240,0.00,0.0000,CHARGE
390.0,4.1240,0.00,0.0000,CHARGE
391.0,4.1240,0.10,0.0000,CHARGE
392.0,4.1240,0.00,0.0000,CHARGE
393.0,4.1200,0.00,0.0000,CHARGE
394.0,4.1240,0.00,0.0000,CHARGE
395.0,4.1240,0.00,0.0000,CHARGE
396.0,4.1240,0.00,0.0000,CHARGE
397.0,4.1200,0.00,0.0000,CHARGE
398.0,4.1280,0.00,0.0000,CHARGE
399.0,4.1240,0.00,0.0000,CHARGE
400.0,4.1240,0.00,0.0000,CHARGE
401.0,4.1240,0.00,0.0000,CHARGE
402.0,4.1240,0.20,0.0000,CHARGE
403.0,4.1240,0.00,0.0000,CHARGE
404.0,4.1240,0.00,0.0000,CHARGE
405.0,4.1240,0.00,0.0000,CHARGE
406.0,4.1280,0.00,0.0000,CHARGE
407.0,4.1240,0.00,0.0000,CHARGE
408.0,4.1240,0.00,0.0000,CHARGE
409.0,4.1240,0.00,0.0000,CHARGE
410.0,4.1240,0.00,0.0000,CHARGE
