timestamp_s,voltage,current_mA,used_mAh,state
1514.0,4.1360,0.00,0.0000,CHARGE
1515.0,4.1360,0.00,0.0000,CHARGE
1516.0,4.1360,0.00,0.0000,CHARGE
1517.0,4.1400,0.10,0.0000,CHARGE
1518.0,4.1400,0.10,0.0000,CHARGE
1519.0,4.1400,0.10,0.0000,CHARGE
1520.0,4.1360,0.00,0.0000,CHARGE
1521.0,4.1400,0.20,0.0000,CHARGE
1522.0,4.1400,0.00,0.0000,CHARGE
1523.0,4.1360,0.00,0.0000,CHARGE
1524.0,4.1400,0.00,0.0000,CHARGE
1525.0,4.1400,0.00,0.0000,CHARGE
1526.0,4.1360,0.10,0.0000,CHARGE
1527.0,4.1360,0.00,0.0000,CHARGE
1528.0,4.1400,0.00,0.0000,CHARGE
1529.0,4.1400,0.00,0.0000,CHARGE
1530.0,4.1400,0.00,0.0000,CHARGE
1531.0,4.1400,0.00,0.0000,CHARGE
1532.0,4.1440,0.00,0.0000,CHARGE
1533.0,4.1360,0.00,0.0000,CHARGE
1534.0,4.1360,0.00,0.0000,CHARGE
1535.0,4.1400,0.00,0.0000,CHARGE
1536.0,4.1400,0.00,0.0000,CHARGE
1537.0,4.1400,0.00,0.0000,CHARGE
1538.0,4.1360,0.00,0.0000,CHARGE
1539.0,4.1400,0.00,0.0000,CHARGE
1540.0,4.1400,0.00,0.0000,CHARGE
1541.0,4.1400,0.20,0.0000,CHARGE
1542.0,4.1400,0.00,0.0000,CHARGE
1543.0,4.1360,0.00,0.0000,CHARGE
1544.0,4.1400,0.00,0.0000,CHARGE
1545.0,4.1400,0.00,0.0000,CHARGE
1546.0,4.1400,0.00,0.0000,CHARGE
1547.0,4.1400,0.00,0.0000,CHARGE
1548.0,4.1400,0.00,0.0000,CHARGE
1549.0,4.1400,0.00,0.0000,CHARGE
1550.0,4.1400,0.10,0.0000,CHARGE
1551.0,4.1360,0.00,0.0000,CHARGE
1552.0,4.1400,0.00,0.0000,CHARGE
1553.0,4.1400,0.10,0.0000,CHARGE
1554.0,4.1400,0.00,0.0000,CHARGE
1555.0,4.1440,0.00,0.0000,CHARGE
1556.0,4.1400,0.00,0.0000,CHARGE
1557.0,4.1400,0.00,0.0000,CHARGE
1558.0,4.1400,0.00,0.0000,CHARGE
1559.0,4.1400,0.00,0.0000,CHARGE
1560.0,4.1400,0.00,0.0000,CHARGE
1561.0,4.1400,0.10,0.0000,CHARGE
1562.0,4.1400,0.00,0.0000,CHARGE
1563.0,4.1400,0.00,0.0000,CHARGE
1564.0,4.1400,0.00,0.0000,CHARGE
1565.0,4.1400,0.00,0.0000,CHARGE
1566.0,4.1400,0.10,0.0000,CHARGE
1567.0,4.1400,0.00,0.0000,CHARGE
1568.0,4.1400,0.00,0.0000,CHARGE
1569.0,4.1360,0.00,0.0000,CHARGE
1570.0,4.1400,0.00,0.0000,CHARGE
1571.0,4.1360,0.00,0.0000,CHARGE
1572.0,4.1400,0.00,0.0000,CHARGE
1573.0,4.1360,0.00,0.0000,CHARGE
1574.0,4.1400,0.00,0.0000,CHARGE
1575.0,4.1400,0.40,0.0000,CHARGE
1576.0,4.1400,0.00,0.0000,CHARGE
1577.0,4.1400,0.00,0.0000,CHARGE
1578.0,4.1400,0.10,0.0000,CHARGE
1579.0,4.1360,0.00,0.0000,CHARGE
1580.0,4.1400,0.00,0.0000,CHARGE
1581.0,4.1400,0.00,0.0000,CHARGE
1582.0,4.1400,0.00,0.0000,CHARGE
1583.0,4.1360,0.00,0.0000,CHARGE
1584.0,4.1400,0.00,0.0000,CHARGE
1585.0,4.1440,0.00,0.0000,CHARGE
1586.0,4.1400,0.00,0.0000,CHARGE
1587.0,4.1400,0.10,0.0000,CHARGE
1588.0,4.1400,0.00,0.0000,CHARGE
1589.0,4.1400,0.00,0.0000,CHARGE
1590.0,4.1400,0.00,0.0000,CHARGE
1591.0,4.1400,0.20,0.0000,CHARGE
1592.0,4.1400,0.00,0.0000,CHARGE
1593.0,4.1400,0.00,0.0000,CHARGE
1594.0,4.1400,0.00,0.0000,CHARGE
1595.0,4.1360,0.00,0.0000,CHARGE
1596.0,4.1400,0.00,0.0000,CHARGE
1597.0,4.1400,0.00,0.0000,CHARGE
1598.0,4.1400,0.00,0.0000,CHARGE
1599.0,4.1400,0.10,0.0000,CHARGE
1600.0,4.1400,0.00,0.0000,CHARGE
1601.0,4.1400,0.00,0.0000,CHARGE
1602.0,4.1400,0.00,0.0000,CHARGE
1603.0,4.1400,0.00,0.0000,CHARGE
1604.0,4.1400,0.00,0.0000,CHARGE
1605.0,4.1400,0.00,0.0000,CHARGE
1606.0,4.1400,0.00,0.0000,CHARGE
1607.0,4.1360,0.00,0.0000,CHARGE
1608.0,4.1400,0.00,0.0000,CHARGE
1609.0,4.1400,0.00,0.0000,CHARGE
1610.0,4.1400,0.00,0.0000,CHARGE
1611.0,4.1400,0.20,0.0000,CHARGE
1612.0,4.1360,0.00,0.0000,CHARGE
1613.0,4.1400,0.00,0.0000,CHARGE
1614.0,4.1400,0.00,0.0000,CHARGE
1615.0,4.1400,0.00,0.0000,CHARGE
1616.0,4.1400,0.00,0.0000,CHARGE
1617.0,4.1400,0.20,0.0000,CHARGE
1618.0,4.1400,0.00,0.0000,CHARGE
1619.0,4.1360,0.00,0.0000,CHARGE
1620.0,4.1400,0.00,0.0000,CHARGE
1621.0,4.1400,0.00,0.0000,CHARGE
1622.0,4.1440,0.00,0.0000,CHARGE
1623.0,4.1400,0.10,0.0000,CHARGE
1624.0,4.1400,0.00,0.0000,CHARGE
1625.0,4.1400,0.00,0.0000,CHARGE
1626.0,4.1400,0.00,0.0000,CHARGE
1627.0,4.1400,0.00,0.0000,CHARGE
1628.0,4.1400,0.00,0.0000,CHARGE
1629.0,4.1440,0.00,0.0000,CHARGE
1630.0,4.1360,0.00,0.0000,CHARGE
1631.0,4.1400,0.10,0.0000,CHARGE
1632.0,4.1400,0.00,0.0000,CHARGE
1633.0,4.1400,0.00,0.0000,CHARGE
1634.0,4.1440,0.00,0.0000,CHARGE
1635.0,4.1440,0.00,0.0000,CHARGE
1636.0,4.1440,0.00,0.0000,CHARGE
1637.0,4.1400,0.00,0.0000,CHARGE
1638.0,4.1360,0.00,0.0000,CHARGE
1639.0,4.1400,0.00,0.0000,CHARGE
1640.0,4.1400,0.00,0.0000,CHARGE
1641.0,4.1400,0.00,0.0000,CHARGE
1642.0,4.1400,0.00,0.0000,CHARGE
1643.0,4.1400,0.00,0.0000,CHARGE
1644.0,4.1440,0.00,0.0000,CHARGE
1645.0,4.1440,0.00,0.0000,CHARGE
1646.0,4.1440,0.00,0.0000,CHARGE
1647.0,4.1440,0.00,0.0000,CHARGE
1648.0,4.1400,0.00,0.0000,CHARGE
1649.0,4.1440,0.00,0.0000,CHARGE
1650.0,4.1440,0.00,0.0000,CHARGE
1651.0,4.1400,0.00,0.0000,CHARGE
1652.0,4.1400,0.20,0.0000,CHARGE
1653.0,4.1400,0.10,0.0000,CHARGE
1654.0,4.1440,0.10,0.0000,CHARGE
1655.0,4.1400,0.10,0.0000,CHARGE
1656.0,4.1440,0.00,0.0000,CHARGE
1657.0,4.1400,0.00,0.0000,CHARGE
1658.0,4.1440,0.00,0.0000,CHARGE
1659.0,4.1400,0.00,0.0000,CHARGE
1660.0,4.1400,0.20,0.0000,CHARGE
1661.0,4.1400,0.00,0.0000,CHARGE
1662.0,4.1400,0.00,0.0000,CHARGE
1663.0,4.1400,0.00,0.0000,CHARGE
1664.0,4.1440,0.20,0.0000,CHARGE
1665.0,4.1400,0.10,0.0000,CHARGE
1666.0,4.1400,0.30,0.0000,CHARGE
1667.0,4.1400,0.00,0.0000,CHARGE
1668.0,4.1400,0.00,0.0000,CHARGE
1669.0,4.1400,0.00,0.0000,CHARGE
1670.0,4.1400,0.00,0.0000,CHARGE
1671.0,4.1440,0.00,0.0000,CHARGE
1672.0,4.1400,0.00,0.0000,CHARGE
1673.0,4.1400,0.00,0.0000,CHARGE
1674.0,4.1440,0.00,0.0000,CHARGE
1675.0,4.1400,0.00,0.0000,CHARGE
1676.0,4.1440,0.00,0.0000,CHARGE
1677.0,4.1400,0.00,0.0000,CHARGE
1678.0,4.1440,0.00,0.0000,CHARGE
1679.0,4.1400,0.00,0.0000,CHARGE
1680.0,4.1400,0.00,0.0000,CHARGE
1681.0,4.1400,0.00,0.0000,CHARGE
1682.0,4.1400,0.10,0.0000,CHARGE
1683.0,4.1440,0.00,0.0000,CHARGE
1684.0,4.1440,0.00,0.0000,CHARGE
1685.0,4.1400,0.00,0.0000,CHARGE
1686.0,4.1400,0.00,0.0000,CHARGE
1687.0,4.1400,0.00,0.0000,CHARGE
1688.0,4.1440,0.00,0.0000,CHARGE
1689.0,4.1440,0.00,0.0000,CHARGE
1690.0,4.1440,0.00,0.0000,CHARGE
1691.0,4.1440,0.20,0.0000,CHARGE
1692.0,4.1440,0.00,0.0000,CHARGE
1693.0,4.1400,0.00,0.0000,CHARGE
1694.0,4.1440,0.00,0.0000,CHARGE
1695.0,4.1440,0.00,0.0000,CHARGE
1696.0,4.1400,0.00,0.0000,CHARGE
1697.0,4.1360,0.00,0.0000,CHARGE
1698.0,4.1400,0.00,0.0000,CHARGE
1699.0,4.1360,0.20,0.0000,CHARGE
1700.0,4.1400,0.10,0.0000,CHARGE
1701.0,4.1280,0.20,0.0000,CHARGE
1702.0,4.1400,0.00,0.0000,CHARGE
1703.0,4.1440,0.00,0.0000,CHARGE
1704.0,4.1440,0.00,0.0000,CHARGE
1705.0,4.1400,0.00,0.0000,CHARGE
1706.0,4.1240,0.00,0.0000,CHARGE
1707.0,4.1440,0.00,0.0000,CHARGE
1708.0,4.1400,0.00,0.0000,CHARGE
1709.0,4.1440,0.00,0.0000,CHARGE
1710.0,4.1400,0.00,0.0000,CHARGE
1711.0,4.1400,0.00,0.0000,CHARGE
1712.0,4.1400,0.00,0.0000,CHARGE
1713.0,4.1440,0.00,0.0000,CHARGE
1714.0,4.1400,0.00,0.0000,CHARGE
1715.0,4.1440,0.00,0.0000,CHARGE
1716.0,4.1400,0.10,0.0000,CHARGE
1717.0,4.1440,0.10,0.0000,CHARGE
1718.0,4.1400,0.00,0.0000,CHARGE
1719.0,4.1440,0.00,0.0000,CHARGE
1720.0,4.1400,0.00,0.0000,CHARGE
1721.0,4.1400,0.10,0.0000,CHARGE
1722.0,4.1400,0.00,0.0000,CHARGE
1723.0,4.1400,0.00,0.0000,CHARGE
1724.0,4.1400,0.00,0.0000,CHARGE
1725.0,4.1440,0.00,0.0000,CHARGE
1726.0,4.1400,0.00,0.0000,CHARGE
1727.0,4.1440,0.00,0.0000,CHARGE
1728.0,4.1400,0.00,0.0000,CHARGE
1729.0,4.1400,0.00,0.0000,CHARGE
1730.0,4.1400,0.00,0.0000,CHARGE
1731.0,4.1360,0.00,0.0000,CHARGE
1732.0,4.1400,0.00,0.0000,CHARGE
1733.0,4.1400,0.00,0.0000,CHARGE
1734.0,4.1400,0.00,0.0000,CHARGE
1735.0,4.1400,0.00,0.0000,CHARGE
1736.0,4.1400,0.00,0.0000,CHARGE
1737.0,4.1400,0.00,0.0000,CHARGE
1738.0,4.1400,0.00,0.0000,CHARGE
1739.0,4.1440,0.10,0.0000,CHARGE
1740.0,4.1440,0.00,0.0000,CHARGE
1741.0,4.1440,0.00,0.0000,CHARGE
1742.0,4.1400,0.00,0.0000,CHARGE
1743.0,4.1400,0.30,0.0000,CHARGE
1744.0,4.1440,0.00,0.0000,CHARGE
1745.0,4.1400,0.10,0.0000,CHARGE
1746.0,4.1400,0.00,0.0000,CHARGE
1747.0,4.1400,0.00,0.0000,CHARGE
1748.0,4.1400,0.00,0.0000,CHARGE
1749.0,4.1440,0.00,0.0000,CHARGE
1750.0,4.1400,0.00,0.0000,CHARGE
1751.0,4.1440,0.00,0.0000,CHARGE
1752.0,4.1400,0.00,0.0000,CHARGE
1753.0,4.1400,0.00,0.0000,CHARGE
1754.0,4.1400,0.20,0.0000,CHARGE
1755.0,4.1440,0.00,0.0000,CHARGE
1756.0,4.1400,0.00,0.0000,CHARGE
1757.0,4.1440,0.00,0.0000,CHARGE
1758.0,4.1440,0.00,0.0000,CHARGE
1759.0,4.1400,0.00,0.0000,CHARGE
1760.0,4.1400,0.00,0.0000,CHARGE
1761.0,4.1440,0.10,0.0000,CHARGE
1762.0,4.1400,0.00,0.0000,CHARGE
1763.0,4.1440,0.00,0.0000,CHARGE
1764.0,4.1400,0.10,0.0000,CHARGE
1765.0,4.1440,0.00,0.0000,CHARGE
1766.0,4.1440,0.00,0.0000,CHARGE
1767.0,4.1400,0.00,0.0000,CHARGE
1768.0,4.1400,0.00,0.0000,CHARGE
1769.0,4.1400,0.00,0.0000,CHARGE
1770.0,4.1400,0.00,0.0000,CHARGE
1771.0,4.1400,0.00,0.0000,CHARGE
1772.0,4.1400,0.00,0.0000,CHARGE
1773.0,4.1400,0.00,0.0000,CHARGE
1774.0,4.1400,0.20,0.0000,CHARGE
1775.0,4.1440,0.00,0.0000,CHARGE
1776.0,4.1440,0.00,0.0000,CHARGE
1777.0,4.1440,0.10,0.0000,CHARGE
1778.0,4.1440,0.00,0.0000,CHARGE
1779.0,4.1440,0.00,0.0000,CHARGE
1780.0,4.1400,0.00,0.0000,CHARGE
1781.0,4.1400,0.00,0.0000,CHARGE
1782.0,4.1400,0.00,0.0000,CHARGE
1783.0,4.1440,0.00,0.0000,CHARGE
1784.0,4.1440,0.00,0.0000,CHARGE
1785.0,4.1440,0.00,0.0000,CHARGE
1786.0,4.1400,0.00,0.0000,CHARGE
1787.0,4.1400,0.00,0.0000,CHARGE
1788.0,4.1400,0.00,0.0000,CHARGE
1789.0,4.1440,0.00,0.0000,CHARGE
1790.0,4.1400,0.10,0.0000,CHARGE
1791.0,4.1400,0.10,0.0000,CHARGE
1792.0,4.1400,0.00,0.0000,CHARGE
1793.0,4.1440,0.00,0.0000,CHARGE
1794.0,4.1400,0.00,0.0000,CHARGE
1795.0,4.1440,0.00,0.0000,CHARGE
1796.0,4.1400,0.10,0.0000,CHARGE
1797.0,4.1440,0.10,0.0000,CHARGE
1798.0,4.1440,0.00,0.0000,CHARGE
1799.0,4.1400,0.00,0.0000,CHARGE
1800.0,4.1440,0.10,0.0000,CHARGE
1801.0,4.1400,0.00,0.0000,CHARGE
1802.0,4.1400,0.00,0.0000,CHARGE
1803.0,4.1400,0.00,0.0000,CHARGE
1804.0,4.1400,0.00,0.0000,CHARGE
1805.0,4.1400,0.10,0.0000,CHARGE
1806.0,4.1440,0.00,0.0000,CHARGE
1807.0,4.1440,0.00,0.0000,CHARGE
1808.0,4.1400,0.00,0.0000,CHARGE
1809.0,4.1400,0.00,0.0000,CHARGE
1810.0,4.1440,0.00,0.0000,CHARGE
1811.0,4.1440,0.00,0.0000,CHARGE
1812.0,4.1440,0.00,0.0000,CHARGE
1813.0,4.1400,0.00,0.0000,CHARGE
1814.0,4.1440,0.00,0.0000,CHARGE
1815.0,4.1400,0.00,0.0000,CHARGE
1816.0,4.1400,0.10,0.0000,CHARGE
1817.0,4.1400,0.00,0.0000,CHARGE
1818.0,4.1440,0.00,0.0000,CHARGE
1819.0,4.1400,0.00,0.0000,CHARGE
1820.0,4.1400,0.00,0.0000,CHARGE
1821.0,4.1440,0.00,0.0000,CHARGE
1822.0,4.1440,0.00,0.0000,CHARGE
1823.0,4.1400,0.00,0.0000,CHARGE
1824.0,4.1400,0.00,0.0000,CHARGE
1825.0,4.1400,0.00,0.0000,CHARGE
1826.0,4.1400,0.00,0.0000,CHARGE
1827.0,4.1400,0.00,0.0000,CHARGE
1828.0,4.1400,0.00,0.0000,CHARGE
1829.0,4.1440,0.00,0.0000,CHARGE
1830.0,4.1400,0.00,0.0000,CHARGE
1831.0,4.1400,0.10,0.0000,CHARGE
1832.0,4.1400,0.00,0.0000,CHARGE
1833.0,4.1440,0.00,0.0000,CHARGE
1834.0,4.1400,0.00,0.0000,CHARGE
1835.0,4.1440,0.10,0.0000,CHARGE
1836.0,4.1400,0.00,0.0000,CHARGE
1837.0,4.1440,0.00,0.0000,CHARGE
1838.0,4.1440,0.00,0.0000,CHARGE
1839.0,4.1400,0.00,0.0000,CHARGE
1840.0,4.1440,0.20,0.0000,CHARGE
1841.0,4.1440,0.00,0.0000,CHARGE
1842.0,4.1440,0.00,0.0000,CHARGE
1843.0,4.1440,0.00,0.0000,CHARGE
1844.0,4.1400,0.00,0.0000,CHARGE
1845.0,4.1400,0.00,0.0000,CHARGE
1846.0,4.1440,0.00,0.0000,CHARGE
1847.0,4.1440,0.00,0.0000,CHARGE
1848.0,4.1440,0.00,0.0000,CHARGE
1849.0,4.1440,0.00,0.0000,CHARGE
1850.0,4.1440,0.00,0.0000,CHARGE
1851.0,4.1440,0.00,0.0000,CHARGE
1852.0,4.1440,0.30,0.0000,CHARGE
1853.0,4.1400,0.00,0.0000,CHARGE
1854.0,4.1400,0.00,0.0000,CHARGE
1855.0,4.1400,0.00,0.0000,CHARGE
1856.0,4.1440,0.00,0.0000,CHARGE
1857.0,4.1440,0.00,0.0000,CHARGE
1858.0,4.1440,0.00,0.0000,CHARGE
1859.0,4.1440,0.00,0.0000,CHARGE
1860.0,4.1440,0.00,0.0000,CHARGE
1861.0,4.1440,0.00,0.0000,CHARGE
1862.0,4.1400,0.00,0.0000,CHARGE
1863.0,4.1400,0.00,0.0000,CHARGE
1864.0,4.1440,0.00,0.0000,CHARGE
1865.0,4.1400,0.00,0.0000,CHARGE
1866.0,4.1400,0.00,0.0000,CHARGE
1867.0,4.1400,0.00,0.0000,CHARGE
1868.0,4.1400,0.00,0.0000,CHARGE
1869.0,4.1440,0.00,0.0000,CHARGE
1870.0,4.1440,0.10,0.0000,CHARGE
1871.0,4.1440,0.00,0.0000,CHARGE
1872.0,4.1400,0.00,0.0000,CHARGE
1873.0,4.1400,0.00,0.0000,CHARGE
1874.0,4.1440,0.00,0.0000,CHARGE
1875.0,4.1440,0.00,0.0000,CHARGE
1876.0,4.1440,0.00,0.0000,CHARGE
1877.0,4.1440,0.00,0.0000,CHARGE
1878.0,4.1440,0.00,0.0000,CHARGE
1879.0,4.1400,0.00,0.0000,CHARGE
1880.0,4.1440,0.00,0.0000,CHARGE
1881.0,4.1400,0.00,0.0000,CHARGE
1882.0,4.1400,0.00,0.0000,CHARGE
1883.0,4.1440,0.10,0.0000,CHARGE
1884.0,4.1440,0.00,0.0000,CHARGE
1885.0,4.1440,0.00,0.0000,CHARGE
1886.0,4.1440,0.20,0.0000,CHARGE
1887.0,4.1440,0.00,0.0000,CHARGE
1888.0,4.1440,0.00,0.0000,CHARGE
1889.0,4.1440,0.00,0.0000,CHARGE
1890.0,4.1400,0.00,0.0000,CHARGE
1891.0,4.1480,0.00,0.0000,CHARGE
1892.0,4.1440,0.10,0.0000,CHARGE
1893.0,4.1440,0.00,0.0000,CHARGE
1894.0,4.1400,0.00,0.0000,CHARGE
1895.0,4.1440,0.00,0.0000,CHARGE
1896.0,4.1400,0.00,0.0000,CHARGE
1897.0,4.1400,0.00,0.0000,CHARGE
1898.0,4.1400,0.10,0.0000,CHARGE
1899.0,4.1400,0.00,0.0000,CHARGE
1900.0,4.1480,0.00,0.0000,CHARGE
1901.0,4.1400,0.00,0.0000,CHARGE
1902.0,4.1440,0.10,0.0000,CHARGE
1903.0,4.1440,0.00,0.0000,CHARGE
1904.0,4.1440,0.00,0.0000,CHARGE
1905.0,4.1440,0.00,0.0000,CHARGE
1906.0,4.1440,0.00,0.0000,CHARGE
1907.0,4.1400,0.00,0.0000,CHARGE
1908.0,4.1440,0.00,0.0000,CHARGE
1909.0,4.1440,0.10,0.0000,CHARGE
1910.0,4.1440,0.00,0.0000,CHARGE
1911.0,4.1440,0.00,0.0000,CHARGE
1912.0,4.1400,0.00,0.0000,CHARGE
1913.0,4.1440,0.00,0.0000,CHARGE
1914.0,4.1440,0.00,0.0000,CHARGE
1915.0,4.1440,0.00,0.0000,CHARGE
1916.0,4.1440,0.20,0.0000,CHARGE
1917.0,4.1440,0.00,0.0000,CHARGE
1918.0,4.1400,0.00,0.0000,CHARGE
1919.0,4.1400,0.00,0.0000,CHARGE
1920.0,4.1440,0.00,0.0000,CHARGE
1921.0,4.1440,0.00,0.0000,CHARGE
1922.0,4.1400,0.00,0.0000,CHARGE
1923.0,4.1400,0.00,0.0000,CHARGE
1924.0,4.1400,0.00,0.0000,CHARGE
1925.0,4.1440,0.10,0.0000,CHARGE
1926.0,4.1440,0.10,0.0000,CHARGE
1927.0,4.1440,0.10,0.0000,CHARGE
1928.0,4.1480,0.00,0.0000,CHARGE
1929.0,4.1440,0.00,0.0000,CHARGE
1930.0,4.1400,0.00,0.0000,CHARGE
1931.0,4.1440,0.00,0.0000,CHARGE
1932.0,4.1400,0.00,0.0000,CHARGE
1933.0,4.1440,0.10,0.0000,CHARGE
1934.0,4.1440,0.10,0.0000,CHARGE
1935.0,4.1440,0.00,0.0000,CHARGE
1936.0,4.1440,0.00,0.0000,CHARGE
1937.0,4.1400,0.00,0.0000,CHARGE
1938.0,4.1400,0.10,0.0000,CHARGE
1939.0,4.1440,0.00,0.0000,CHARGE
1940.0,4.1400,0.00,0.0000,CHARGE
1941.0,4.1440,0.00,0.0000,CHARGE
1942.0,4.1440,0.00,0.0000,CHARGE
1943.0,4.1440,0.00,0.0000,CHARGE
1944.0,4.1440,0.00,0.0000,CHARGE
1945.0,4.1440,0.00,0.0000,CHARGE
1946.0,4.1440,0.00,0.0000,CHARGE
1947.0,4.1440,0.00,0.0000,CHARGE
1948.0,4.1440,0.00,0.0000,CHARGE
1949.0,4.1440,0.00,0.0000,CHARGE
1950.0,4.1440,0.00,0.0000,CHARGE
1951.0,4.1440,0.00,0.0000,CHARGE
1952.0,4.1400,0.00,0.0000,CHARGE
1953.0,4.1440,0.00,0.0000,CHARGE
1954.0,4.1440,0.00,0.0000,CHARGE
1955.0,4.1400,0.00,0.0000,CHARGE
1956.0,4.1400,0.00,0.0000,CHARGE
1957.0,4.1440,0.00,0.0000,CHARGE
1958.0,4.1440,0.00,0.0000,CHARGE
1959.0,4.1440,0.00,0.0000,CHARGE
1960.0,4.1440,0.10,0.0000,CHARGE
1961.0,4.1440,0.00,0.0000,CHARGE
1962.0,4.1440,0.00,0.0000,CHARGE
1963.0,4.1440,0.00,0.0000,CHARGE
1964.0,4.1440,0.10,0.0000,CHARGE
1965.0,4.1440,0.00,0.0000,CHARGE
1966.0,4.1440,0.10,0.0000,CHARGE
1967.0,4.1400,0.00,0.0000,CHARGE
1968.0,4.1440,0.00,0.0000,CHARGE
1969.0,4.1400,0.00,0.0000,CHARGE
1970.0,4.1440,0.00,0.0000,CHARGE
1971.0,4.1400,0.00,0.0000,CHARGE
1972.0,4.1440,0.00,0.0000,CHARGE
1973.0,4.1440,0.00,0.0000,CHARGE
1974.0,4.1440,0.00,0.0000,CHARGE
1975.0,4.1440,0.10,0.0000,CHARGE
1976.0,4.1440,0.00,0.0000,CHARGE
1977.0,4.1440,0.00,0.0000,CHARGE
1978.0,4.1440,0.00,0.0000,CHARGE
1979.0,4.1440,0.00,0.0000,CHARGE
1980.0,4.1480,0.00,0.0000,CHARGE
1981.0,4.1440,0.00,0.0000,CHARGE
1982.0,4.1440,0.00,0.0000,CHARGE
1983.0,4.1440,0.00,0.0000,CHARGE
1984.0,4.1440,0.10,0.0000,CHARGE
1985.0,4.1440,0.00,0.0000,CHARGE
1986.0,4.1480,0.00,0.0000,CHARGE
1987.0,4.1400,0.00,0.0000,CHARGE
1988.0,4.1440,0.00,0.0000,CHARGE
1989.0,4.1440,0.00,0.0000,CHARGE
1990.0,4.1400,0.10,0.0000,CHARGE
1991.0,4.1440,0.00,0.0000,CHARGE
1992.0,4.1440,0.00,0.0000,CHARGE
1993.0,4.1440,0.00,0.0000,CHARGE
1994.0,4.1440,0.10,0.0000,CHARGE
1995.0,4.1400,0.00,0.0000,CHARGE
1996.0,4.1400,0.00,0.0000,CHARGE
1997.0,4.1440,0.10,0.0000,CHARGE
1998.0,4.1440,0.10,0.0000,CHARGE
1999.0,4.1440,0.10,0.0000,CHARGE
2000.0,4.1480,0.00,0.0000,CHARGE
2001.0,4.1440,0.00,0.0000,CHARGE
2002.0,4.1440,0.00,0.0000,CHARGE
2003.0,4.1440,0.00,0.0000,CHARGE
2004.0,4.1480,0.00,0.0000,CHARGE
2005.0,4.1440,0.00,0.0000,CHARGE
2006.0,4.1440,0.00,0.0000,CHARGE
2007.0,4.1440,0.00,0.0000,CHARGE
2008.0,4.1400,0.00,0.0000,CHARGE
2009.0,4.1440,0.00,0.0000,CHARGE
2010.0,4.1440,0.10,0.0000,CHARGE
2011.0,4.1480,0.10,0.0000,CHARGE
2012.0,4.1440,0.00,0.0000,CHARGE
2013.0,4.1440,0.00,0.0000,CHARGE
2014.0,4.1480,0.00,0.0000,CHARGE
2015.0,4.1440,0.00,0.0000,CHARGE
2016.0,4.1440,0.00,0.0000,CHARGE
2017.0,4.1440,0.00,0.0000,CHARGE
2018.0,4.1440,0.00,0.0000,CHARGE
2019.0,4.1480,0.00,0.0000,CHARGE
2020.0,4.1440,0.00,0.0000,CHARGE
2021.0,4.1440,0.20,0.0000,CHARGE
2022.0,4.1440,0.00,0.0000,CHARGE
2023.0,4.1440,0.00,0.0000,CHARGE
2024.0,4.1440,0.00,0.0000,CHARGE
2025.0,4.1480,0.00,0.0000,CHARGE
2026.0,4.1440,0.00,0.0000,CHARGE
2027.0,4.1440,0.00,0.0000,CHARGE
2028.0,4.1440,0.00,0.0000,CHARGE
2029.0,4.1440,0.00,0.0000,CHARGE
2030.0,4.1440,0.00,0.0000,CHARGE
2031.0,4.1440,0.00,0.0000,CHARGE
2032.0,4.1440,0.00,0.0000,CHARGE
2033.0,4.1440,0.00,0.0000,CHARGE
2034.0,4.1440,0.00,0.0000,CHARGE
2035.0,4.1400,0.00,0.0000,CHARGE
2036.0,4.1440,0.00,0.0000,CHARGE
2037.0,4.1440,0.00,0.0000,CHARGE
2038.0,4.1440,0.00,0.0000,CHARGE
2039.0,4.1440,0.10,0.0000,CHARGE
2040.0,4.1440,0.00,0.0000,CHARGE
2041.0,4.1440,0.00,0.0000,CHARGE
2042.0,4.1400,0.00,0.0000,CHARGE
2043.0,4.1440,0.00,0.0000,CHARGE
2044.0,4.1440,0.00,0.0000,CHARGE
2045.0,4.1440,0.00,0.0000,CHARGE
2046.0,4.1400,0.00,0.0000,CHARGE
2047.0,4.1440,0.00,0.0000,CHARGE
2048.0,4.1440,0.00,0.0000,CHARGE
2049.0,4.1440,0.00,0.0000,CHARGE
2050.0,4.1440,0.00,0.0000,CHARGE
2051.0,4.1440,0.00,0.0000,CHARGE
2052.0,4.1480,0.00,0.0000,CHARGE
2053.0,4.1440,0.00,0.0000,CHARGE
2054.0,4.1440,0.00,0.0000,CHARGE
2055.0,4.1440,0.10,0.0000,CHARGE
2056.0,4.1440,0.00,0.0000,CHARGE
2057.0,4.1440,0.10,0.0000,CHARGE
2058.0,4.1400,0.00,0.0000,CHARGE
2059.0,4.1440,0.00,0.0000,CHARGE
2060.0,4.1480,0.00,0.0000,CHARGE
2061.0,4.1440,0.00,0.0000,CHARGE
2062.0,4.1440,0.00,0.0000,CHARGE
2063.0,4.1440,0.10,0.0000,CHARGE
2064.0,4.1480,0.00,0.0000,CHARGE
2065.0,4.1440,0.00,0.0000,CHARGE
2066.0,4.1440,0.00,0.0000,CHARGE
2067.0,4.1440,0.00,0.0000,CHARGE
2068.0,4.1440,0.10,0.0000,CHARGE
2069.0,4.1440,0.10,0.0000,CHARGE
2070.0,4.1440,0.00,0.0000,CHARGE
2071.0,4.1440,0.10,0.0000,CHARGE
2072.0,4.1440,0.00,0.0000,CHARGE
